,ID,score
282,282,0.082913553
283,283,0.889764671
284,284,0.433995072
285,285,0.637573465
286,286,0.102998199
287,287,0.320406425
288,288,0.00018388
289,289,0.011041664
290,290,0.034165173
291,291,0.941141797
292,292,0.686920873
293,293,0.988959604
294,294,0.487705383
295,295,0.502501292
296,296,0.830645557
297,297,0.066484725
298,298,0.029600398
299,299,0.188795427
300,300,0.090621222
301,301,0.969436661
302,302,0.004100225
303,303,1.96E-05
304,304,0.961482948
305,305,0.903669743
306,306,0.034843576
307,307,0.37575079
308,308,0.061032322
309,309,0.973689855
310,310,0.92694566
311,311,0.055000361
312,312,0.928964733
313,313,0.70791691
314,314,0.170868553
315,315,0.006450615
316,316,0.011164789
317,317,0.022797438
318,318,0.107985056
319,319,0.933616318
320,320,0.087754225
321,321,0.826671065
322,322,0.007051737
323,323,0.153302402
324,324,0.986645657
325,325,0.424328908
326,326,0.034552037
327,327,0.056624188
328,328,0.099855664
329,329,0.037869602
330,330,0.07189572
331,331,0.913261047
332,332,0.559704001
333,333,0.011552722
334,334,0.129895358
335,335,0.027782889
336,336,0.830671186
337,337,0.011410377
338,338,0.022082406
339,339,0.912613948
340,340,0.515088668
341,341,0.0285458
342,342,0.913064163
343,343,0.601222236
344,344,0.018775814
345,345,0.003712574
346,346,0.017010967
347,347,0.836835076
348,348,0.124297776
349,349,0.053080619
350,350,0.226406731
351,351,0.033674205
352,352,0.044430856
353,353,0.209481776
354,354,0.095374797
355,355,0.154690524
356,356,0.076432796
357,357,0.796058379
358,358,0.060167998
359,359,0.02528801
360,360,0.051226095
361,361,0.001464439
362,362,0.03245598
363,363,0.024710547
364,364,0.030328383
365,365,0.90580347
366,366,0.119542235
367,367,0.826671065
368,368,0.106416128
369,369,0.00018388
370,370,0.050504616
371,371,0.843146593
372,372,0.0001252
373,373,0.971802097
374,374,0.997676604
375,375,0.880123405
376,376,0.022686007
377,377,0.001145303
378,378,0.417253276
379,379,0.006948936
380,380,0.051579321
381,381,0.531266751
382,382,0.920387275
383,383,0.454496725
384,384,0.547741089
385,385,0.001915051
386,386,0.630392105
387,387,0.176176335
388,388,0.588717585
389,389,0.003218353
390,390,0.021126068
391,391,0.009552705
392,392,0.425739715
393,393,0.015940412
394,394,0.834178789
395,395,0.982522602
396,396,0.059336952
397,397,0.920387275
398,398,0.142553978
399,399,0.939847124
400,400,0.004875711
401,401,0.91632
402,402,0.924630666
403,403,0.001227064
404,404,0.075288084
405,405,0.040695193
406,406,0.064364908
407,407,0.108216264
408,408,0.034324295
409,409,0.129734389
410,410,0.024110596
411,411,0.072339728
412,412,0.768182515
413,413,0.064699707
414,414,0.828529753
415,415,0.463577539
416,416,0.057245287
417,417,0.000127643
418,418,0.033121385
419,419,0.050925693
420,420,0.758569837
421,421,0.031020048
422,422,0.398625611
423,423,0.020265228
424,424,0.316024532
425,425,0.003057774
426,426,0.059103813
427,427,6.46E-05
428,428,0.072602751
429,429,0.084386799
430,430,0.000411779
431,431,0.034821024
432,432,0.05318305
433,433,0.935210666
434,434,0.521716538
435,435,0.094895798
436,436,0.008623558
437,437,0.948134789
438,438,0.017378191
439,439,0.944638641
440,440,0.004022577
441,441,0.013266105
442,442,0.00214779
443,443,0.051388154
444,444,0.042713863
445,445,0.09120799
446,446,0.009786321
447,447,0.007499074
448,448,0.012350726
449,449,0.080957088
450,450,0.001397163
451,451,0.524563278
452,452,0.042088629
453,453,0.020253797
454,454,0.843146593
455,455,0.346045519
456,456,0.930908046
457,457,0.470039479
458,458,0.052682969
459,459,0.031158953
460,460,0.000494778
461,461,0.306381879
462,462,0.006486318
463,463,0.009166033
464,464,0.000159681
465,465,0.949462166
466,466,0.046992658
467,467,0.048635951
468,468,0.008996172
469,469,0.095416551
470,470,0.829998036
471,471,0.520763853
472,472,0.333843511
473,473,0.003711398
474,474,0.445961039
475,475,0.043386075
476,476,0.008743121
477,477,0.42290483
478,478,0.052429332
479,479,0.685974324
480,480,0.990419318
481,481,0.79394835
482,482,0.073911584
483,483,0.046077013
484,484,0.004058804
485,485,0.226330158
486,486,0.051226095
487,487,0.017152051
488,488,0.443979206
489,489,0.859504755
490,490,0.004462294
491,491,0.00310547
492,492,0.186491465
493,493,0.981666158
494,494,0.002264138
495,495,0.142553978
496,496,0.982522602
497,497,0.004008821
498,498,0.039460549
499,499,0.641747575
500,500,0.605119903
